transaction_id,sender_account_id,receiver_account_id,amount,transaction_timestamp,transfer_method,is_mule_tx,sender_balance_before_tx,receiver_balance_before_tx,time_since_last_tx_seconds,dwell_time_minutes,is_first_time_payee,in_out_ratio_7d,daily_tx_count_sender,amount_z_score
TXN_017734,ACC_0436,ACC_0613,182.18,1970-01-01 07:00:45.919,Mobile App,False,1247.37,3005.62,-1,-1.0,True,0.0,1,0.0
TXN_004079,ACC_0945,ACC_0606,1075.65,1970-01-01 07:00:45.919,Web,False,1607.41,1302.85,-1,-1.0,True,0.0,1,0.0
TXN_018072,ACC_0462,ACC_0562,228.5,1970-01-01 07:00:45.919,Mobile App,False,4570.77,2929.03,-1,-1.0,True,0.0,1,0.0
TXN_012407,ACC_0427,ACC_0038,286.25,1970-01-01 07:00:45.919,Mobile App,False,3424.26,1778.59,-1,-1.0,True,0.0,1,0.0
TXN_011562,ACC_0278,ACC_0756,263.59,1970-01-01 07:00:45.919,Web,False,2288.39,3288.09,-1,-1.0,True,0.0,1,0.0
TXN_007428,ACC_0073,ACC_0565,28.31,1970-01-01 07:00:45.919,ATM,False,1340.44,1313.78,-1,-1.0,True,0.0,1,0.0
TXN_012975,ACC_0043,ACC_0317,1474.89,1970-01-01 07:00:45.919,Mobile App,False,2735.57,2259.44,-1,-1.0,True,0.0,1,0.0
TXN_005242,ACC_0960,ACC_0776,83.0,1970-01-01 07:00:45.919,Mobile App,False,1225.54,1735.7,-1,-1.0,True,0.0,1,0.0
TXN_016681,ACC_0045,ACC_0624,768.63,1970-01-01 07:00:45.919,Mobile App,False,1016.45,89.42,-1,-1.0,True,0.0,1,0.0
TXN_005911,ACC_0099,ACC_0298,90.67,1970-01-01 07:00:45.919,Mobile App,False,2112.36,1460.12,-1,-1.0,True,0.0,1,0.0
TXN_010328,ACC_0922,ACC_0351,1078.33,1970-01-01 07:00:45.919,ATM,False,1281.52,3201.51,-1,-1.0,True,0.0,1,0.0
TXN_005386,ACC_0108,ACC_0290,133.86,1970-01-01 07:00:45.919,Mobile App,False,713.38,78.51,-1,-1.0,True,0.0,1,0.0
TXN_005819,ACC_0989,ACC_0409,1297.18,1970-01-01 07:00:45.919,API,False,255.41,2784.94,-1,-1.0,True,0.0,1,0.0
TXN_017457,ACC_0597,ACC_0680,999.26,1970-01-01 07:00:45.919,Mobile App,False,5712.76,3500.82,-1,244.13,True,0.0,1,0.0
TXN_017739,ACC_0903,ACC_0472,843.72,1970-01-01 07:00:45.919,ATM,False,697.05,3048.61,-1,-1.0,True,0.0,1,0.0
TXN_004796,ACC_0894,ACC_0368,1333.42,1970-01-01 07:00:45.919,Mobile App,False,1444.76,2553.97,26478,-1.0,True,0.0,2,0.71
TXN_005698,ACC_0541,ACC_0412,29.72,1970-01-01 07:00:45.919,Mobile App,False,2376.44,1418.39,-1,-1.0,True,0.0,1,0.0
TXN_016382,ACC_0303,ACC_0281,452.59,1970-01-01 07:00:45.919,Web,False,3184.1,2684.61,-1,-1.0,True,0.0,1,0.0
TXN_018144,ACC_0755,ACC_0361,364.8,1970-01-01 07:00:45.919,Mobile App,False,2681.28,1724.42,-1,-1.0,True,0.0,1,0.0
TXN_016181,ACC_0988,ACC_0761,202.9,1970-01-01 07:00:45.919,Mobile App,False,3955.66,2006.53,-1,-1.0,True,0.0,1,0.0
TXN_014146,ACC_0925,ACC_0439,1137.29,1970-01-01 07:00:45.919,Mobile App,False,214.68,221.62,-1,-1.0,True,0.0,1,0.0
TXN_004316,ACC_0625,ACC_0149,1207.46,1970-01-01 07:00:45.919,Mobile App,False,3296.27,2887.1,41831,-1.0,True,0.0,2,0.71
TXN_002576,ACC_0592,ACC_0926,1230.72,1970-01-01 07:00:45.919,Mobile App,False,388.35,2283.77,-1,-1.0,True,0.0,1,0.0
TXN_004709,ACC_0757,ACC_0843,1225.73,1970-01-01 07:00:45.919,Mobile App,False,388.83,2996.39,-1,-1.0,True,0.0,1,0.0
TXN_004174,ACC_0267,ACC_0165,975.1,1970-01-01 07:00:45.919,Mobile App,False,1420.3,1424.06,-1,-1.0,True,0.0,1,0.0
TXN_010189,ACC_0722,ACC_0605,50.43,1970-01-01 07:00:45.919,Mobile App,False,1225.52,1899.1,-1,-1.0,True,0.0,1,0.0
TXN_012915,ACC_0602,ACC_0905,1479.05,1970-01-01 07:00:45.919,Mobile App,False,1291.92,3198.54,-1,-1.0,True,0.0,1,0.0
TXN_018558,ACC_0557,ACC_0569,1349.42,1970-01-01 07:00:45.919,Mobile App,False,3816.99,1989.53,-1,-1.0,True,0.0,1,0.0
TXN_004477,ACC_0501,ACC_0570,234.96,1970-01-01 07:00:45.919,Mobile App,False,2906.35,2636.43,-1,-1.0,True,0.0,1,0.0
TXN_002723,ACC_0204,ACC_0868,382.39,1970-01-01 07:00:45.919,Mobile App,False,4430.74,3378.33,-1,-1.0,True,0.0,1,0.0
TXN_019323,ACC_0498,ACC_0909,1273.05,1970-01-01 07:00:45.919,Mobile App,False,3194.92,2757.65,-1,587.82,True,0.0,1,0.0
TXN_003410,ACC_0197,ACC_0169,750.6,1970-01-01 07:00:45.919,Mobile App,False,503.33,2845.96,-1,-1.0,True,0.0,1,0.0
TXN_005646,ACC_0521,ACC_0429,953.94,1970-01-01 07:00:45.919,Web,False,2111.7,2071.12,-1,-1.0,True,0.0,1,0.0
TXN_008877,ACC_0098,ACC_0965,1380.46,1970-01-01 07:00:45.919,Mobile App,False,3033.77,4252.17,-1,-1.0,True,0.0,1,0.0
TXN_004900,ACC_0847,ACC_0965,525.78,1970-01-01 07:00:45.919,API,False,1609.3,5632.63,-1,-1.0,True,0.0,1,0.0
TXN_003273,ACC_0959,ACC_0960,160.05,1970-01-01 07:00:45.919,Mobile App,False,3459.61,1142.54,-1,-1.0,True,0.0,1,0.0
TXN_019336,ACC_0905,ACC_0100,571.8,1970-01-01 07:00:45.919,Mobile App,False,4677.59,3986.69,-1,103.42,True,0.0,1,0.0
TXN_008077,ACC_0666,ACC_0061,427.18,1970-01-01 07:00:45.919,Web,False,3929.67,907.81,-1,-1.0,True,0.0,1,0.0
TXN_000241,ACC_0954,ACC_0905,1271.21,1970-01-01 07:00:45.919,Mobile App,False,936.52,4105.79,-1,-1.0,True,0.0,1,0.0
TXN_019162,ACC_0493,ACC_0934,249.08,1970-01-01 07:00:45.919,Mobile App,False,1564.48,3569.45,41005,-1.0,True,0.0,2,0.71
TXN_000679,ACC_0477,ACC_0919,64.98,1970-01-01 07:00:45.919,Mobile App,False,3034.57,2041.01,-1,-1.0,True,0.0,1,0.0
TXN_007709,ACC_0177,ACC_0487,1059.35,1970-01-01 07:00:45.919,Web,False,1079.04,1415.05,-1,-1.0,True,0.0,1,0.0
TXN_005035,ACC_0759,ACC_0713,1112.09,1970-01-01 07:00:45.919,Web,False,281.59,1353.07,-1,-1.0,True,0.0,1,0.0
TXN_015372,ACC_0226,ACC_0098,697.97,1970-01-01 07:00:45.919,Mobile App,False,2630.24,1653.31,-1,-1.0,True,0.0,1,0.0
TXN_015770,ACC_0844,ACC_0141,1108.96,1970-01-01 07:00:45.919,Mobile App,False,2724.38,4161.57,-1,-1.0,True,0.0,1,0.0
TXN_014303,ACC_0320,ACC_0216,1196.85,1970-01-01 07:00:45.919,Web,False,4639.53,231.82,-1,-1.0,True,0.0,1,0.0
TXN_005349,ACC_0014,ACC_0834,1393.25,1970-01-01 07:00:45.919,Mobile App,False,3658.59,4656.68,-1,-1.0,True,0.0,1,0.0
TXN_014720,ACC_0472,ACC_0706,1294.51,1970-01-01 07:00:45.919,Mobile App,False,3892.33,1022.28,-1,371.8,True,0.0,1,0.0
TXN_008691,ACC_0169,ACC_0381,1329.37,1970-01-01 07:00:45.919,Web,False,3596.56,3742.33,-1,207.48,True,0.0,1,0.0
TXN_008462,ACC_0881,ACC_0183,1158.81,1970-01-01 07:00:45.919,Mobile App,False,1821.17,2042.62,-1,-1.0,True,0.0,1,0.0
TXN_001417,ACC_0898,ACC_0560,98.43,1970-01-01 07:00:45.919,Mobile App,False,1081.58,4392.91,-1,-1.0,True,0.0,1,0.0
TXN_002842,ACC_0456,ACC_0137,1117.04,1970-01-01 07:00:45.919,Mobile App,False,3371.17,618.44,-1,-1.0,True,0.0,1,0.0
TXN_010115,ACC_0673,ACC_0959,62.45,1970-01-01 07:00:45.919,Mobile App,False,2582.6,3299.56,-1,-1.0,True,0.0,1,0.0
TXN_009228,ACC_0522,ACC_0202,193.18,1970-01-01 07:00:45.919,Mobile App,False,4355.33,620.65,-1,-1.0,True,0.0,1,0.0
TXN_011619,ACC_0350,ACC_0233,1078.45,1970-01-01 07:00:45.919,API,False,240.21,3112.03,-1,-1.0,True,0.0,1,0.0
TXN_014869,ACC_0888,ACC_0685,1082.45,1970-01-01 07:00:45.919,Mobile App,False,2890.56,2936.79,-1,-1.0,True,0.0,1,0.0
TXN_012391,ACC_0505,ACC_0695,1262.83,1970-01-01 07:00:45.919,Web,False,2408.36,4141.76,-1,-1.0,True,0.0,1,0.0
TXN_001457,ACC_0170,ACC_0686,1157.28,1970-01-01 07:00:45.919,ATM,False,2695.56,379.31,-1,-1.0,True,0.0,1,0.0
TXN_006503,ACC_0048,ACC_0654,603.31,1970-01-01 07:00:45.919,ATM,False,1507.52,1075.85,-1,-1.0,True,0.0,1,0.0
TXN_007942,ACC_0423,ACC_0560,790.52,1970-01-01 07:00:45.919,Web,False,609.07,4491.34,-1,-1.0,True,0.0,1,0.0
TXN_009337,ACC_0898,ACC_0993,1078.92,1970-01-01 07:00:45.919,Mobile App,False,983.1499999999999,664.33,6935,-1.0,True,0.0,2,0.71
TXN_017908,ACC_0070,ACC_0327,429.98,1970-01-01 07:00:45.919,Mobile App,False,932.1500000000001,3203.83,69565,-1.0,True,0.0,2,-0.71
TXN_005036,ACC_0729,ACC_0731,1491.34,1970-01-01 07:00:45.919,Mobile App,False,1784.55,1426.74,-1,-1.0,True,0.0,1,0.0
TXN_018496,ACC_0618,ACC_0414,527.05,1970-01-01 07:00:45.919,Mobile App,False,3207.87,1420.68,-1,-1.0,True,0.0,1,0.0
TXN_011294,ACC_0738,ACC_0574,1484.33,1970-01-01 07:00:45.919,Mobile App,False,1510.61,4997.74,-1,-1.0,True,0.0,1,0.0
TXN_002146,ACC_0140,ACC_0266,661.94,1970-01-01 07:00:45.919,Mobile App,False,3423.44,195.5,-1,-1.0,True,0.0,1,0.0
TXN_018557,ACC_0747,ACC_0885,996.14,1970-01-01 07:00:45.919,Mobile App,False,561.16,2230.67,-1,-1.0,True,0.0,1,0.0
TXN_017830,ACC_0140,ACC_0332,900.89,1970-01-01 07:00:45.919,Mobile App,False,2761.5,915.45,2940,-1.0,True,0.0,2,0.71
TXN_013240,ACC_0360,ACC_0699,544.94,1970-01-01 07:00:45.919,Mobile App,False,4605.47,1592.86,-1,-1.0,True,0.0,1,0.0
TXN_014885,ACC_0464,ACC_0730,1498.49,1970-01-01 07:00:45.919,Mobile App,False,1510.45,3594.45,-1,-1.0,True,0.0,1,0.0
TXN_003793,ACC_0578,ACC_0407,648.73,1970-01-01 07:00:45.919,Mobile App,False,2569.01,3804.2,-1,-1.0,True,0.0,1,0.0
TXN_004168,ACC_0684,ACC_0723,1203.91,1970-01-01 07:00:45.919,Mobile App,False,2039.34,5806.68,-1,-1.0,True,0.0,1,0.0
TXN_017340,ACC_0173,ACC_0160,637.24,1970-01-01 07:00:45.919,Mobile App,False,553.28,1175.61,-1,1293.02,True,0.0,1,0.0
TXN_002414,ACC_0314,ACC_0589,382.62,1970-01-01 07:00:45.919,Web,False,2239.93,1598.67,-1,-1.0,True,0.0,1,0.0
TXN_015304,ACC_0980,ACC_0558,769.85,1970-01-01 07:00:45.919,ATM,False,4812.41,335.63,-1,-1.0,True,0.0,1,0.0
TXN_018084,ACC_0207,ACC_0420,681.82,1970-01-01 07:00:45.919,Mobile App,False,4379.77,4868.61,-1,-1.0,True,0.0,1,0.0
TXN_006070,ACC_0129,ACC_0979,549.24,1970-01-01 07:00:45.919,Web,False,2844.07,2680.22,-1,-1.0,True,0.0,1,0.0
TXN_017180,ACC_0125,ACC_0495,319.23,1970-01-01 07:00:45.919,Mobile App,False,1803.03,2659.77,-1,-1.0,True,0.0,1,0.0
TXN_005329,ACC_0405,ACC_0590,408.36,1970-01-01 07:00:45.919,Web,False,1488.41,3386.4,-1,-1.0,True,0.0,1,0.0
TXN_010810,ACC_0172,ACC_0680,636.6,1970-01-01 07:00:45.919,Mobile App,False,2073.23,4500.08,-1,-1.0,True,0.0,1,0.0
TXN_005395,ACC_0659,ACC_0698,925.87,1970-01-01 07:00:45.919,Mobile App,False,2684.98,2838.87,83245,-1.0,True,0.0,2,0.71
TXN_012861,ACC_0826,ACC_0766,366.74,1970-01-01 07:00:45.919,Mobile App,False,1021.42,4131.13,-1,-1.0,True,0.0,1,0.0
TXN_008061,ACC_0310,ACC_0588,285.1,1970-01-01 07:00:45.919,Mobile App,False,725.38,1583.45,-1,-1.0,True,0.0,1,0.0
TXN_010896,ACC_0191,ACC_0068,1113.42,1970-01-01 07:00:45.919,Mobile App,False,3621.59,3229.98,-1,-1.0,True,0.0,1,0.0
TXN_015132,ACC_0477,ACC_0102,71.1,1970-01-01 07:00:45.919,Mobile App,False,2969.59,4199.73,35442,-1.0,True,0.0,2,0.71
TXN_007027,ACC_0885,ACC_0964,394.62,1970-01-01 07:00:45.919,Mobile App,False,3226.81,481.0,-1,308.98,True,0.0,1,0.0
TXN_002611,ACC_0098,ACC_0568,672.13,1970-01-01 07:00:45.919,ATM,False,2351.28,4385.62,43332,591.43,True,0.5056,2,-0.71
TXN_000882,ACC_0485,ACC_0228,1256.86,1970-01-01 07:00:45.919,Mobile App,False,705.24,3775.95,-1,-1.0,True,0.0,1,0.0
TXN_012744,ACC_0740,ACC_0085,1169.89,1970-01-01 07:00:45.919,Mobile App,False,3687.88,4118.21,-1,-1.0,True,0.0,1,0.0
TXN_007369,ACC_0036,ACC_0802,1445.22,1970-01-01 07:00:45.919,ATM,False,4095.25,56.66,-1,-1.0,True,0.0,1,0.0
TXN_015155,ACC_0891,ACC_0010,777.66,1970-01-01 07:00:45.919,Web,False,3077.65,3650.0,-1,-1.0,True,0.0,1,0.0
TXN_016564,ACC_0863,ACC_0504,1203.95,1970-01-01 07:00:45.919,Mobile App,False,2811.47,4323.83,-1,-1.0,True,0.0,1,0.0
TXN_016074,ACC_0246,ACC_0383,212.21,1970-01-01 07:00:45.919,Mobile App,False,699.66,359.58,-1,-1.0,True,0.0,1,0.0
TXN_013428,ACC_0184,ACC_0396,379.33,1970-01-01 07:00:45.919,Mobile App,False,2652.17,4504.18,-1,-1.0,True,0.0,1,0.0
TXN_011813,ACC_0998,ACC_0600,1150.14,1970-01-01 07:00:45.919,Web,False,4190.26,901.95,-1,-1.0,True,0.0,1,0.0
TXN_002901,ACC_0377,ACC_0924,672.65,1970-01-01 07:00:45.919,Mobile App,False,59.31,1315.41,-1,-1.0,True,0.0,1,0.0
TXN_000420,ACC_0550,ACC_0896,843.21,1970-01-01 07:00:45.919,Mobile App,False,4766.84,149.68,-1,-1.0,True,0.0,1,0.0
TXN_000961,ACC_0131,ACC_0979,922.51,1970-01-01 07:00:45.919,Web,False,1165.4,3229.46,-1,-1.0,True,0.0,1,0.0
TXN_008853,ACC_0070,ACC_0639,1240.93,1970-01-01 07:00:45.919,Mobile App,False,502.1700000000001,2585.81,34646,-1.0,True,0.0,2,0.81
TXN_015026,ACC_0677,ACC_0749,442.13,1970-01-01 07:00:45.919,Mobile App,False,4906.53,184.89,-1,-1.0,True,0.0,1,0.0
TXN_011186,ACC_0611,ACC_0376,1398.39,1970-01-01 07:00:45.919,Mobile App,False,4100.93,1957.61,-1,-1.0,True,0.0,1,0.0
TXN_000240,ACC_0460,ACC_0222,427.76,1970-01-01 07:00:45.919,Mobile App,False,4506.59,2071.84,-1,-1.0,True,0.0,1,0.0
TXN_005849,ACC_0708,ACC_0624,1151.34,1970-01-01 07:00:45.919,Mobile App,False,1433.11,858.05,-1,-1.0,True,0.0,1,0.0
TXN_005811,ACC_0716,ACC_0801,588.91,1970-01-01 07:00:45.919,Mobile App,False,1077.33,3398.59,-1,-1.0,True,0.0,1,0.0
TXN_016528,ACC_0167,ACC_0837,1390.43,1970-01-01 07:00:45.919,Mobile App,False,2535.87,576.37,-1,-1.0,True,0.0,1,0.0
TXN_011790,ACC_0203,ACC_0957,1146.81,1970-01-01 07:00:45.919,ATM,False,2636.05,4442.97,-1,-1.0,True,0.0,1,0.0
TXN_006648,ACC_0746,ACC_0756,725.24,1970-01-01 07:00:45.919,Mobile App,False,382.81,3551.68,-1,-1.0,True,0.0,1,0.0
TXN_002894,ACC_0426,ACC_0670,1096.57,1970-01-01 07:00:45.919,Mobile App,False,675.01,2085.4,-1,-1.0,True,0.0,1,0.0
TXN_008972,ACC_0368,ACC_0897,157.4,1970-01-01 07:00:45.919,Mobile App,False,3887.39,3331.98,-1,1166.62,True,0.0,1,0.0
TXN_018243,ACC_0605,ACC_0241,673.48,1970-01-01 07:00:45.919,Mobile App,False,1949.53,797.74,-1,1081.43,True,0.0,1,0.0
TXN_006507,ACC_0711,ACC_0104,499.07,1970-01-01 07:00:45.920,Mobile App,False,1720.53,4726.59,-1,-1.0,True,0.0,1,0.0
TXN_002198,ACC_0632,ACC_0698,1227.81,1970-01-01 07:00:45.920,Web,False,1519.09,3764.74,-1,-1.0,True,0.0,1,0.0
TXN_006926,ACC_0318,ACC_0904,911.64,1970-01-01 07:00:45.920,Mobile App,False,917.75,3440.04,-1,-1.0,True,0.0,1,0.0
TXN_001997,ACC_0360,ACC_0709,480.32,1970-01-01 07:00:45.920,Mobile App,False,4060.53,2580.07,37267,-1.0,True,0.0,2,-0.71
TXN_014686,ACC_0726,ACC_0723,672.82,1970-01-01 07:00:45.920,Mobile App,False,2647.44,7010.59,-1,-1.0,True,0.0,1,0.0
TXN_004401,ACC_0079,ACC_0251,1448.74,1970-01-01 07:00:45.920,API,False,4794.78,4543.7,-1,-1.0,True,0.0,1,0.0
TXN_015477,ACC_0643,ACC_0196,420.34,1970-01-01 07:00:45.920,Mobile App,False,4224.46,434.94,-1,-1.0,True,0.0,1,0.0
TXN_011970,ACC_0922,ACC_0150,929.53,1970-01-01 07:00:45.920,Mobile App,False,203.1900000000001,3732.53,81273,-1.0,True,0.0,2,-0.71
TXN_005206,ACC_0981,ACC_0522,1045.63,1970-01-01 07:00:45.920,Mobile App,False,1069.6,4162.15,-1,-1.0,True,0.0,1,0.0
TXN_009776,ACC_0480,ACC_0119,138.79,1970-01-01 07:00:45.920,Web,False,4142.73,687.3,-1,-1.0,True,0.0,1,0.0
TXN_009792,ACC_0084,ACC_0100,268.36,1970-01-01 07:00:45.920,Mobile App,False,4341.0,4558.49,-1,-1.0,True,0.0,1,0.0
TXN_008796,ACC_0520,ACC_0731,196.98,1970-01-01 07:00:45.920,Web,False,1083.97,2918.08,-1,-1.0,True,0.0,1,0.0
TXN_002423,ACC_0265,ACC_0138,1307.25,1970-01-01 07:00:45.920,Mobile App,False,4938.87,2431.64,-1,-1.0,True,0.0,1,0.0
TXN_013009,ACC_0830,ACC_0721,1383.98,1970-01-01 07:00:45.920,Mobile App,False,4494.78,4645.5,-1,-1.0,True,0.0,1,0.0
TXN_001666,ACC_0942,ACC_0137,282.64,1970-01-01 07:00:45.920,Mobile App,False,387.52,1735.48,-1,-1.0,True,0.0,1,0.0
TXN_002619,ACC_0230,ACC_0812,760.06,1970-01-01 07:00:45.920,Mobile App,False,4098.94,3091.7,-1,-1.0,True,0.0,1,0.0
TXN_000097,ACC_0048,ACC_0071,413.46,1970-01-01 07:00:45.920,ATM,False,904.21,1112.22,58563,-1.0,True,0.0,2,-0.71
TXN_013534,ACC_0020,ACC_0580,570.89,1970-01-01 07:00:45.920,Mobile App,False,5073.46,1755.79,-1,1860.05,True,0.0,1,0.0
TXN_015037,ACC_0115,ACC_0601,758.94,1970-01-01 07:00:45.920,Web,False,683.83,3015.27,-1,-1.0,True,0.0,1,0.0
TXN_004157,ACC_0862,ACC_0719,1230.73,1970-01-01 07:00:45.920,Mobile App,False,357.11,1062.02,-1,-1.0,True,0.0,1,0.0
TXN_013877,ACC_0316,ACC_0142,805.67,1970-01-01 07:00:45.920,Mobile App,False,1021.53,1064.76,-1,1932.43,True,0.0,1,0.0
TXN_002306,ACC_0063,ACC_0681,158.23,1970-01-01 07:00:45.920,Mobile App,False,835.3,2098.45,-1,-1.0,True,0.0,1,0.0
TXN_001479,ACC_0053,ACC_0116,1174.86,1970-01-01 07:00:45.920,Mobile App,False,4570.54,2087.72,-1,-1.0,True,0.0,1,0.0
TXN_004737,ACC_0604,ACC_0110,1198.25,1970-01-01 07:00:45.920,Web,False,3080.68,2970.09,-1,-1.0,True,0.0,1,0.0
TXN_011875,ACC_0302,ACC_0281,324.61,1970-01-01 07:00:45.920,Web,False,2151.41,3137.2,-1,-1.0,True,0.0,1,0.0
TXN_019243,ACC_0953,ACC_0007,903.47,1970-01-01 07:00:45.920,ATM,False,1406.24,3432.15,-1,-1.0,True,0.0,1,0.0
TXN_003524,ACC_0202,ACC_0534,719.62,1970-01-01 07:00:45.920,Web,False,813.8299999999999,2317.08,-1,1154.77,True,0.0,1,0.0
TXN_018999,ACC_0627,ACC_0809,1123.95,1970-01-01 07:00:45.920,Mobile App,False,4708.55,2841.4,-1,-1.0,True,0.0,1,0.0
TXN_003679,ACC_0890,ACC_0359,765.11,1970-01-01 07:00:45.920,Web,False,2906.73,1644.97,-1,-1.0,True,0.0,1,0.0
TXN_000123,ACC_0130,ACC_0719,1322.34,1970-01-01 07:00:45.920,Mobile App,False,1812.68,2292.75,-1,-1.0,True,0.0,1,0.0
TXN_016174,ACC_0788,ACC_0567,514.27,1970-01-01 07:00:45.920,API,False,1377.46,4142.4,-1,-1.0,True,0.0,1,0.0
TXN_009343,ACC_0628,ACC_0102,508.27,1970-01-01 07:00:45.920,ATM,False,2540.51,4270.83,-1,-1.0,True,0.0,1,0.0
TXN_005989,ACC_0025,ACC_0773,1005.57,1970-01-01 07:00:45.920,Mobile App,False,84.41,4695.72,-1,-1.0,True,0.0,1,0.0
TXN_007016,ACC_0611,ACC_0207,607.87,1970-01-01 07:00:45.920,Mobile App,False,2702.54,3697.95,38532,-1.0,True,0.0,2,-0.71
TXN_014552,ACC_0946,ACC_0031,1288.19,1970-01-01 07:00:45.920,Mobile App,False,399.15,1226.31,-1,-1.0,True,0.0,1,0.0
TXN_015199,ACC_0670,ACC_0611,985.81,1970-01-01 07:00:45.920,Mobile App,False,3181.97,2094.67,-1,616.13,True,0.0,1,0.0
TXN_016765,ACC_0101,ACC_0392,694.29,1970-01-01 07:00:45.920,Mobile App,False,4937.02,116.34,-1,-1.0,True,0.0,1,0.0
